ID,Name,Mobility,State,Population,Urban,Black,Seg_racial,Seg_income,Seg_poverty,Seg_affluence,Commute,Income,Gini,Share01,Gini_99,Middle_class,Local_tax_rate,Local_gov_spending,Progressivity,EITC,School_spending,Student_teacher_ratio,Test_scores,HS_dropout,Colleges,Tuition,Graduation,Labor_force_participation,Manufacturing,Chinese_imports,Teenage_labor,Migration_in,Migration_out,Foreign_born,Social_capital,Religious,Violent_crime,Single_mothers,Divorced,Married,Longitude,Latitude
25401,Paducah,0.0744777471,KY,138654,0,0.061,0.22,0.053,0.049,0.054,0.378,34572,0.487,16.296,0.324,0.527,0.014,1698.0,0.2,0.0,5.039,17.6,1.106,-0.006,0.022,968.0,0.029,0.591,0.145,1.741,0.004,0.009,0.009,0.008,0.592,0.677,0.001,0.21,0.114,0.604,-88.6710662841797,37.0740814208984
25402,Murray,0.0704545453,KY,34177,0,0.035,0.077,0.041,0.045,0.042,0.521,28383,0.494,14.14,0.353,0.531,0.011,2208.0,0.2,0.0,6.148,15.8,2.752,-0.022,0.029,2172.0,0.097,0.621,0.177,25.405,0.004,0.019,0.017,0.027,-0.6,0.602,0.0,0.196,0.084,0.554,-88.1674652099609,36.6015777587891
25500,Centralia,0.0813443735,IL,141040,1,0.044,0.172,0.036,0.035,0.036,0.407,33265,0.351,9.007,0.261,0.611,0.015,1687.0,0.0,0.476,4.316,20.2,4.951,0.009,0.014,5554.0,0.057,0.625,0.187,0.754,0.005,0.01,0.012,0.009,0.998,0.649,,0.182,0.097,0.606,-89.072021484375,38.3731422424316
25601,Carbondale,0.0790478364,IL,265022,1,0.082,0.218,0.05,0.062,0.038,0.418,28913,0.397,9.027,0.307,0.568,0.014,1606.0,0.0,0.476,4.463,18.3,3.485,-0.004,0.011,2760.0,0.017,0.572,0.123,0.85,0.004,0.01,0.009,0.02,0.629,0.524,,0.218,0.104,0.559,-89.4100799560547,37.5473556518555
25602,Harrisburg,0.1121372059,IL,37978,0,0.032,0.104,0.02,0.015,0.021,0.429,29680,0.399,9.9,0.3,0.577,0.014,1782.0,0.0,0.476,4.601,17.3,4.534,0.009,0.026,6048.0,-0.018,0.533,0.079,0.316,0.004,0.007,0.009,0.008,1.206,0.525,,0.199,0.111,0.582,-88.2475967407227,37.704460144043
25701,Cape Girardeau,0.0600515455,MO,184036,1,0.075,0.203,0.042,0.044,0.038,0.436,30141,0.453,11.114,0.342,0.54,0.016,1658.0,0.0,0.0,4.671,16.0,-3.501,0.017,0.016,3329.0,0.16,0.63,0.179,3.373,0.005,0.009,0.01,0.008,0.344,0.536,0.001,0.225,0.101,0.576,-89.6321792602539,36.898811340332
25702,Poplar Bluff,0.0668257773,MO,73576,0,0.029,0.112,0.032,0.027,0.031,0.401,28334,0.456,9.572,0.36,0.481,0.011,1175.0,0.0,0.0,4.817,16.2,-4.995,0.011,0.014,2484.0,-0.114,0.534,0.204,1.071,0.004,0.012,0.009,0.011,-0.443,0.338,0.002,0.214,0.119,0.594,-90.4970626831055,36.8894805908203
25800,Blytheville,0.0514018685,AR,105181,0,0.238,0.228,0.033,0.033,0.035,0.475,26795,0.448,7.453,0.374,0.419,0.012,1499.0,1.0,0.0,4.637,15.9,-12.888,0.029,0.01,1152.0,-0.07,0.565,0.287,3.356,0.004,0.012,0.016,0.012,-1.007,0.6,0.002,0.306,0.111,0.539,-89.9065399169922,36.0380096435547
25900,Jonesboro,0.0810322613,AR,198671,1,0.043,0.146,0.038,0.032,0.043,0.442,29115,0.429,9.279,0.336,0.554,0.011,1341.0,1.0,0.0,4.696,17.1,0.329,0.003,0.025,2432.0,-0.003,0.615,0.247,5.676,0.004,0.013,0.011,0.012,-0.394,0.627,0.001,0.198,0.111,0.591,-90.7039337158203,36.1401557922363
26001,Roseau,0.1875,MN,20860,0,0.002,0.104,0.01,0.011,0.008,0.533,33398,0.411,21.65,0.194,0.715,0.021,5152.0,2.5,17.286,6.615,17.0,10.027,-0.024,,,,0.707,0.4,0.645,0.007,0.007,0.01,0.028,1.191,0.671,0.0,0.126,0.084,0.626,-95.3607406616211,48.7619743347168
26002,Duluth,0.0891148299,MN,286544,1,0.008,0.098,0.061,0.064,0.056,0.437,34404,0.322,7.461,0.247,0.608,0.021,3445.0,2.5,17.286,6.838,17.7,7.505,0.004,0.031,4584.0,0.053,0.628,0.091,0.408,0.005,0.011,0.012,0.018,2.081,0.533,0.001,0.218,0.104,0.545,-92.2538833618164,47.5231513977051
26003,West Cook UT,0.1016949117,MN,5168,0,0.003,0.037,0.0,0.0,0.0,0.588,39706,0.336,,,,0.038,4652.0,2.5,17.286,6.391,16.9,,,,,,0.672,0.062,0.05,,0.013,0.007,0.023,3.963,0.474,0.001,0.19,0.103,0.599,-90.2893295288086,48.0081367492676
26004,International Falls,0.174129352,MN,14355,0,0.002,0.006,0.013,0.012,0.012,0.618,37115,0.352,12.528,0.227,0.611,0.018,3124.0,2.5,17.286,7.259,16.8,-0.029,0.009,0.139,6322.0,-0.194,0.601,0.227,1.708,0.006,0.007,0.009,0.058,1.09,0.697,0.001,0.194,0.103,0.584,-93.7525177001953,48.3436889648438
26101,Moberly,0.1013727561,MO,56535,0,0.044,0.087,0.02,0.021,0.02,0.468,29088,0.369,12.936,0.24,0.642,0.017,2002.0,0.0,0.0,5.158,13.8,-2.659,0.006,0.035,2114.0,-0.062,0.609,0.199,1.468,0.005,0.012,0.015,0.008,0.694,0.64,0.001,0.189,0.11,0.583,-92.274787902832,39.6471519470215
26102,Marshall,0.0948379338,MO,48599,0,0.037,0.093,0.025,0.021,0.032,0.559,31245,0.352,8.005,0.272,0.607,0.014,1563.0,0.0,0.0,5.395,14.9,-2.981,0.002,0.021,11500.0,-0.026,0.62,0.171,1.541,0.006,0.015,0.015,0.019,0.857,0.651,0.002,0.188,0.101,0.58,-93.2859725952148,39.3893966674805
26103,Brookfield,0.1119221374,MO,22192,0,0.016,0.076,0.006,0.003,0.007,0.475,31879,0.309,6.202,0.247,0.625,0.014,1326.0,0.0,0.0,5.365,13.3,-0.06,-0.027,,,,0.6,0.215,0.853,0.004,0.01,0.014,0.006,1.201,0.687,0.001,0.174,0.096,0.588,-93.1195678710938,39.5413818359375
26104,Trenton,0.1083333343,MO,14189,0,0.003,0.03,0.005,0.002,0.001,0.497,30864,0.342,7.244,0.27,0.625,0.015,1939.0,0.0,0.0,5.709,13.5,1.442,0.018,0.07,1860.0,0.102,0.595,0.179,0.233,0.005,0.009,0.009,0.012,1.201,0.749,0.002,0.194,0.099,0.602,-93.5600128173828,40.2886543273926
26105,Polk,0.0871369317,MO,12442,0,0.001,0.171,0.009,0.003,0.002,0.405,28324,0.312,6.607,0.246,0.583,0.013,1509.0,0.0,0.0,5.69,13.6,-3.398,-0.026,,,,0.59,0.25,0.028,0.004,0.008,0.012,0.036,0.206,0.47,0.001,0.167,0.102,0.61,-92.8665390014648,40.3893051147461
26106,Centerville,0.1467181444,IA,29873,0,0.002,0.031,0.008,0.01,0.004,0.517,30736,0.333,8.216,0.251,0.638,0.022,1997.0,2.86,3.714,6.671,13.2,4.502,-0.015,,,,0.598,0.185,0.832,0.005,0.008,0.009,0.008,0.926,0.434,0.001,0.173,0.095,0.608,-93.1888275146484,40.8051719665527
26107,Kirksville,0.1134380475,MO,38491,0,0.008,0.047,0.031,0.035,0.025,0.575,26767,0.433,11.805,0.315,0.565,0.016,1337.0,0.0,0.0,5.052,14.7,5.694,0.002,0.026,3680.0,0.346,0.618,0.117,3.354,0.005,0.007,0.012,0.014,0.836,0.466,0.001,0.168,0.078,0.506,-92.505500793457,40.3530540466309
26201,Bismarck,0.186741367,ND,114739,1,0.002,0.079,0.038,0.031,0.047,0.541,35396,0.333,12.604,0.207,0.612,0.019,2035.0,3.44,0.0,4.835,18.3,5.047,-0.017,0.026,3665.0,-0.083,0.694,0.048,0.06,0.006,0.017,0.012,0.013,2.551,0.814,0.0,0.167,0.081,0.596,-101.24137878418,46.9527359008789
26202,East Grant UT,,ND,2841,0,0.0,0.005,0.009,0.003,0.006,0.552,30352,0.202,,,,0.023,1741.0,3.44,0.0,6.846,11.3,,,,,,0.546,0.03,0.072,,,,0.016,0.463,0.854,0.0,0.091,0.048,0.651,-101.601203918457,46.174503326416
26203,Linton,0.2989130318,ND,10029,0,0.0,0.009,0.002,0.001,0.002,0.646,34910,0.261,4.489,0.216,0.623,0.022,1456.0,3.44,0.0,5.665,13.9,13.552,-0.043,,,,0.541,0.027,0.064,0.005,0.0,0.012,0.006,2.661,1.024,0.0,0.086,0.04,0.655,-100.160751342773,46.3125801086426
26204,Steele,,ND,2753,0,0.002,0.013,0.001,0.0,0.0,0.54,29680,0.277,,,,0.023,1649.0,3.44,0.0,7.049,12.2,,,,,,0.55,0.031,0.0,,0.008,0.014,0.008,2.25,0.802,0.0,0.089,0.048,0.625,-99.8482208251953,46.9510536193848
26301,Devils Lake,0.096474953,ND,22745,0,0.001,0.452,0.027,0.025,0.022,0.627,32687,0.336,5.591,0.28,0.603,0.023,1716.0,3.44,0.0,5.558,14.8,0.439,-0.006,0.088,1628.0,0.013,0.613,0.06,0.712,0.006,0.004,0.013,0.012,2.389,0.881,0.0,0.21,0.081,0.547,-98.7287750244141,48.0773315429688
26302,Carrington,0.3333333433,ND,6516,0,0.001,0.044,0.006,0.011,0.004,0.656,36561,0.321,7.593,0.245,0.682,0.023,1576.0,3.44,0.0,4.748,16.0,6.691,-0.041,,,,0.615,0.112,0.076,0.007,0.004,0.01,0.01,2.557,0.881,0.0,0.133,0.056,0.63,-98.8668365478516,47.5969772338867
26303,Turtle Mountain UT,0.0825545192,ND,16550,0,0.001,0.46,0.018,0.028,0.006,0.574,25045,0.394,7.113,0.323,0.475,0.016,1726.0,3.44,0.0,6.415,12.6,-16.988,0.048,0.06,1344.0,-0.175,0.58,0.064,3.066,0.005,0.008,0.014,0.012,0.425,1.019,0.0,0.332,0.097,0.478,-99.5281753540039,48.6522941589355
26304,Minot,0.2241784036,ND,74541,0,0.017,0.088,0.03,0.035,0.026,0.606,31149,0.322,8.634,0.235,0.678,0.018,1625.0,3.44,0.0,4.748,16.5,8.783,-0.027,0.027,2021.0,-0.034,0.668,0.032,0.09,0.006,0.015,0.024,0.019,1.237,0.614,0.0,0.156,0.079,0.591,-101.18293762207,48.4435234069824
26305,Rugby,0.219101131,ND,11487,0,0.001,0.019,0.014,0.005,0.02,0.665,33947,0.369,10.406,0.265,0.647,0.022,1410.0,3.44,0.0,5.253,13.7,12.369,-0.029,,,,0.56,0.032,0.021,0.007,0.002,0.008,0.01,2.379,0.838,0.0,0.139,0.061,0.63,-99.9386520385742,47.8406753540039
26401,Ekalaka,0.2297297269,SD,2713,0,0.002,0.015,0.003,0.004,0.0,0.665,25283,0.225,,,,0.055,2352.0,0.0,0.0,5.864,11.5,,,,,,0.692,0.007,0.011,,,,0.008,1.967,0.508,0.0,0.111,0.074,0.653,-104.398811340332,45.6770401000977
26402,Baker,0.2127659619,MT,2837,0,0.001,0.0,0.0,0.0,0.0,0.713,30325,0.267,,,,0.041,4110.0,0.0,0.0,7.306,12.8,,,,,,0.665,0.007,0.004,,,,0.01,1.605,0.866,0.002,0.109,0.072,0.651,-104.440422058105,46.3325843811035
26403,Bowman,0.4696969688,ND,4009,0,0.0,0.015,0.006,0.007,0.002,0.648,34194,0.297,,,,0.02,1820.0,3.44,0.0,5.772,12.2,,,,,,0.665,0.03,0.1,,0.0,0.004,0.004,2.46,0.893,0.0,0.082,0.065,0.648,-103.425262451172,46.3399276733398
26404,Lemmon,0.3571428657,ND,8671,0,0.002,0.042,0.001,0.0,0.0,0.704,34793,0.31,8.435,0.226,0.673,0.028,1943.0,3.44,0.0,6.404,13.4,17.086,-0.036,,,,0.599,0.054,0.593,0.007,0.0,0.008,0.01,3.161,0.887,0.0,0.12,0.056,0.633,-102.420112609863,45.9655799865723
26405,Scobey,,MT,2017,0,0.0,0.007,0.012,0.01,0.012,0.71,32705,0.262,,,,0.033,3841.0,0.0,0.0,8.514,11.8,,,,,,0.567,0.005,0.005,,,,0.048,2.841,1.308,0.001,0.15,0.085,0.601,-105.599838256836,48.7802352905273
26406,Wolf Point,0.0941883773,MT,12597,0,0.001,0.3,0.014,0.014,0.009,0.7,24254,0.33,5.489,0.275,0.527,0.032,2392.0,0.0,0.0,7.014,14.1,-10.316,0.038,0.079,1200.0,-0.234,0.626,0.016,2.831,0.005,0.005,0.007,0.008,0.364,0.793,0.0,0.261,0.106,0.516,-105.277793884277,47.9735641479492
26407,Plentywood,0.3181818128,MT,4105,0,0.001,0.014,0.004,0.005,0.002,0.681,33727,0.263,,,,0.028,2408.0,0.0,0.0,7.281,13.0,,,,,,0.59,0.028,0.0,,0.0,0.007,0.018,1.27,0.758,0.001,0.095,0.068,0.607,-104.65380859375,48.6474342346191
26408,Glasgow,0.1660649776,MT,12276,0,0.001,0.213,0.021,0.022,0.014,0.697,31217,0.318,4.758,0.271,0.609,0.037,6900.0,0.0,0.0,7.491,13.6,9.237,-0.028,,,,0.618,0.014,0.082,0.006,0.005,0.01,0.011,1.564,0.597,0.001,0.165,0.074,0.613,-107.298034667969,47.9512710571289
26409,Glendive,0.2666666806,MT,12051,0,0.002,0.012,0.004,0.005,0.004,0.735,29215,0.26,4.291,0.217,0.688,0.028,2130.0,0.0,0.0,5.793,14.5,11.656,-0.026,0.083,1236.0,0.08,0.623,0.009,0.018,0.007,0.003,0.009,0.01,1.751,0.542,0.001,0.143,0.085,0.606,-104.580238342285,47.0760231018066
26410,Dickinson,0.329207927,ND,27124,0,0.002,0.219,0.016,0.009,0.019,0.659,29909,0.312,8.093,0.231,0.664,0.019,1600.0,3.44,0.0,5.08,18.1,10.289,-0.027,0.037,1982.0,-0.06,0.662,0.082,0.259,0.006,0.01,0.014,0.008,1.261,0.836,0.0,0.154,0.072,0.598,-102.613540649414,47.3269577026367
26411,Sidney,0.2505694628,ND,22035,0,0.001,0.481,0.009,0.005,0.007,0.637,30292,0.296,5.407,0.242,0.667,0.023,2385.0,3.44,0.0,6.291,14.4,5.512,-0.019,0.045,1920.0,-0.185,0.62,0.042,0.16,0.006,0.01,0.017,0.014,1.421,0.658,0.001,0.181,0.081,0.593,-103.932495117188,47.976993560791
26412,Williston,0.3383084536,ND,24286,0,0.001,0.092,0.014,0.015,0.012,0.702,32277,0.321,7.252,0.248,0.654,0.019,1957.0,3.44,0.0,5.093,16.1,9.652,-0.034,0.041,1592.0,-0.005,0.643,0.033,0.047,0.006,0.01,0.011,0.013,1.353,0.828,0.0,0.187,0.09,0.584,-103.339866638184,48.2544097900391
26501,Brookings,0.1666666716,SD,40630,0,0.003,0.126,0.012,0.017,0.007,0.64,30234,0.317,9.071,0.226,0.67,0.029,2273.0,0.0,0.0,4.768,15.5,12.972,-0.022,0.025,1933.0,0.127,0.72,0.196,1.104,0.007,0.017,0.017,0.019,1.262,0.663,0.0,0.151,0.063,0.525,-97.0456924438477,44.2527122497559
26502,Madison,0.1843575388,SD,14160,0,0.003,0.017,0.022,0.018,0.023,0.632,30819,0.323,9.604,0.227,0.686,0.027,2611.0,0.0,0.0,4.547,17.2,13.99,-0.024,0.071,1935.0,-0.016,0.67,0.167,0.198,0.006,0.014,0.019,0.008,2.281,0.725,0.0,0.139,0.068,0.564,-97.3513641357422,44.0035781860352
26503,Sioux Falls,0.1186331436,SD,200630,1,0.012,0.082,0.076,0.063,0.087,0.439,36624,0.387,13.17,0.256,0.599,0.028,1707.0,0.0,0.0,5.132,17.3,-0.6,-0.004,0.04,5666.0,0.023,0.742,0.119,0.492,0.007,0.026,0.019,0.034,1.629,0.643,0.001,0.181,0.089,0.563,-96.8639984130859,43.2444381713867
26504,Watertown,0.1435294151,SD,40078,0,0.001,0.028,0.023,0.02,0.023,0.595,35143,0.33,7.69,0.253,0.683,0.027,2099.0,0.0,0.0,4.92,17.4,14.26,-0.013,0.025,1980.0,0.376,0.693,0.199,1.113,0.007,0.012,0.015,0.011,1.789,0.826,0.001,0.144,0.071,0.611,-97.2051086425781,44.7741546630859
26601,Milbank,0.1702127606,MN,17801,0,0.001,0.07,0.005,0.003,0.003,0.65,34361,0.31,6.661,0.243,0.686,0.025,5010.0,2.5,17.286,6.052,15.6,11.685,-0.033,,,,0.596,0.078,0.258,0.007,0.004,0.006,0.01,2.339,1.004,0.001,0.119,0.057,0.635,-96.5079879760742,45.4473838806152
26602,Sisseton,0.107066378,SD,20859,0,0.001,0.263,0.011,0.016,0.004,0.563,30613,0.292,4.579,0.246,0.616,0.026,1563.0,0.0,0.0,5.094,13.9,4.794,-0.006,0.048,,-0.158,0.6,0.099,0.75,0.006,0.008,0.009,0.007,2.331,0.831,0.001,0.171,0.078,0.579,-97.1130447387695,45.5108833312988
26603,East Corson UT,0.0700280145,SD,8225,1,0.001,0.234,0.014,0.011,0.012,0.505,17401,0.457,14.908,0.307,0.465,0.017,1539.0,0.0,0.0,6.853,12.3,-22.102,0.099,0.243,17000.0,-0.229,0.546,0.016,0.0,0.006,0.009,0.016,0.005,-0.244,0.693,0.0,0.344,0.105,0.405,-101.020462036133,46.0272445678711
26604,Mobridge,0.1111111119,SD,7756,0,0.0,0.141,0.003,0.004,0.003,0.708,31322,0.272,4.955,0.222,0.663,0.027,1702.0,0.0,0.0,5.09,15.5,19.04,-0.01,,,,0.593,0.029,0.0,0.007,0.005,0.006,0.005,2.379,0.834,0.001,0.189,0.083,0.579,-100.26685333252,45.6210784912109
26605,Aberdeen,0.1992687434,SD,52825,0,0.002,0.049,0.025,0.027,0.023,0.676,33760,0.366,10.84,0.257,0.636,0.03,1759.0,0.0,0.0,5.042,15.4,7.676,-0.014,0.038,2466.0,-0.014,0.656,0.094,0.275,0.007,0.008,0.01,0.008,2.063,0.862,0.001,0.154,0.075,0.591,-98.8909072875977,45.3348693847656
26701,Bemidji,0.0952868834,MN,101639,0,0.002,0.317,0.027,0.027,0.025,0.449,31567,0.395,9.319,0.302,0.577,0.021,2723.0,2.5,17.286,7.145,16.5,4.087,0.006,0.039,2810.0,0.074,0.635,0.11,0.506,0.006,0.018,0.017,0.014,1.443,0.564,0.001,0.211,0.087,0.57,-95.277946472168,47.464656829834
26702,Grafton,0.2325581461,ND,31090,0,0.002,0.072,0.013,0.012,0.012,0.582,34409,0.337,9.879,0.238,0.659,0.026,2180.0,3.44,0.0,5.561,15.5,8.881,-0.026,0.032,13175.0,,0.617,0.112,0.059,0.007,0.007,0.012,0.026,2.415,0.876,0.0,0.124,0.067,0.617,-97.401252746582,48.4641265869141
26703,Thief River Falls,0.1787564754,MN,28038,0,0.002,0.067,0.01,0.007,0.012,0.534,32095,0.336,9.085,0.245,0.672,0.022,3713.0,2.5,17.286,6.982,15.6,9.516,-0.032,0.071,2427.0,-0.091,0.648,0.174,0.287,0.006,0.01,0.013,0.016,2.338,0.826,0.0,0.164,0.077,0.589,-96.7299499511719,48.2184143066406
26704,Grand Forks,0.1279491782,ND,108213,1,0.009,0.077,0.054,0.052,0.056,0.613,31651,0.333,10.207,0.231,0.64,0.022,2039.0,3.44,0.0,5.709,16.8,8.004,-0.017,0.028,2733.0,0.094,0.68,0.074,0.168,0.006,0.019,0.024,0.027,1.612,0.674,0.001,0.181,0.074,0.532,-96.8492813110352,47.631103515625
26801,Fargo,0.1358173043,ND,206945,1,0.006,0.056,0.065,0.056,0.074,0.518,34085,0.365,11.083,0.254,0.597,0.02,2263.0,3.44,0.0,6.269,17.2,6.018,-0.014,0.024,2686.0,0.054,0.721,0.096,0.151,0.006,0.023,0.02,0.027,1.8,0.624,0.001,0.171,0.08,0.533,-96.8047027587891,46.7821769714355
26802,Lisbon,0.2352941185,ND,16013,0,0.001,0.015,0.018,0.017,0.014,0.606,35168,0.268,6.895,0.199,0.699,0.021,1429.0,3.44,0.0,4.879,17.3,10.804,-0.031,0.062,5700.0,0.137,0.647,0.192,0.318,0.007,0.01,0.014,0.011,2.606,0.882,0.0,0.1,0.07,0.626,-97.9004364013672,46.1610984802246
26803,Jamestown,0.2240566015,ND,38384,0,0.003,0.04,0.023,0.024,0.021,0.667,32842,0.329,8.37,0.245,0.648,0.02,1406.0,3.44,0.0,5.257,16.4,10.253,-0.034,0.052,5551.0,0.092,0.631,0.104,0.399,0.007,0.01,0.013,0.01,2.26,0.755,0.0,0.156,0.081,0.571,-98.5546875,46.8599853515625
26804,Cooperstown,,ND,2754,0,0.0,0.039,0.001,0.001,0.001,0.615,34890,0.403,,,,0.025,1392.0,3.44,0.0,6.071,13.7,,,,,,0.583,0.093,1.673,,0.006,0.008,0.009,2.695,0.746,0.0,0.086,0.047,0.638,-98.2317657470703,47.3991737365723
26901,Fergus Falls,0.1523076892,MN,117558,0,0.003,0.095,0.017,0.02,0.016,0.526,36094,0.335,8.518,0.25,0.648,0.019,2972.0,2.5,17.286,6.713,16.9,15.814,-0.003,0.026,3215.0,0.063,0.637,0.148,0.436,0.007,0.017,0.015,0.015,2.729,0.731,0.001,0.136,0.072,0.608,-95.8051071166992,45.9277229309082
26902,Little Falls,0.1645569652,MN,69851,0,0.002,0.058,0.014,0.013,0.015,0.435,31851,0.308,6.947,0.239,0.659,0.017,2770.0,2.5,17.286,7.227,17.4,7.154,-0.019,,,,0.643,0.195,0.876,0.006,0.023,0.021,0.013,1.556,0.667,0.001,0.145,0.079,0.602,-94.5944213867188,46.2309341430664
27001,O'Neill,0.1893491149,NE,14875,0,0.0,0.022,0.005,0.003,0.007,0.653,31084,0.296,6.285,0.234,0.628,0.024,1668.0,1.72,0.0,8.565,12.0,10.016,-0.033,,,,0.654,0.033,0.013,0.006,0.004,0.005,0.007,1.311,0.688,0.0,0.097,0.06,0.649,-98.7092666625977,42.4437103271484
27002,Ord,0.2392344475,NE,9975,0,0.002,0.025,0.002,0.003,0.003,0.658,31042,0.362,6.536,0.296,0.597,0.032,2684.0,1.72,0.0,6.896,11.9,9.69,-0.034,,,,0.63,0.037,0.082,0.006,0.0,0.006,0.008,0.837,0.822,0.0,0.109,0.065,0.636,-99.0196533203125,41.712028503418
27003,Ainsworth,0.1920529753,NE,6264,0,0.0,0.039,0.005,0.004,0.007,0.67,30825,0.291,5.895,0.232,0.571,0.032,2817.0,1.72,0.0,6.274,11.6,0.131,,,,,0.635,0.038,1.279,0.007,,,0.008,1.548,0.545,0.0,0.137,0.076,0.639,-99.7006912231445,42.5554466247559
27004,Winner,0.1392857134,SD,11222,0,0.0,0.034,0.005,0.0,0.006,0.673,29623,0.346,7.011,0.276,0.586,0.027,1773.0,0.0,0.0,4.964,14.8,16.809,-0.019,,,,0.627,0.014,0.213,0.007,0.001,0.006,0.005,1.978,0.705,0.001,0.122,0.071,0.6,-99.5870895385742,43.4869003295898
27005,Yankton,0.1712000072,SD,47901,0,0.006,0.148,0.017,0.012,0.016,0.583,31086,0.309,6.798,0.241,0.67,0.025,1860.0,0.0,0.0,6.307,16.2,8.914,-0.017,0.021,9710.0,0.071,0.636,0.142,1.58,0.007,0.007,0.012,0.011,1.31,0.769,0.001,0.138,0.068,0.619,-97.7685089111328,42.8132400512695
27006,Mitchell,0.1338199526,SD,27613,0,0.002,0.032,0.007,0.007,0.009,0.641,33753,0.396,13.422,0.261,0.639,0.03,1673.0,0.0,0.0,5.252,14.8,15.04,-0.03,0.072,4330.0,0.337,0.667,0.133,1.86,0.007,0.013,0.015,0.01,2.059,0.787,0.001,0.151,0.077,0.587,-98.2380447387695,43.7194900512695
27007,Huron,0.1204819307,SD,19318,0,0.006,0.041,0.008,0.008,0.006,0.67,35617,0.329,8.42,0.245,0.649,0.026,1636.0,0.0,0.0,5.12,15.5,7.178,-0.01,0.052,7200.0,,0.649,0.124,0.073,0.007,0.009,0.02,0.01,3.55,0.751,0.0,0.165,0.091,0.594,-98.4064025878906,44.2393493652344
27008,Parkston,0.157107234,SD,20883,0,0.001,0.333,0.012,0.013,0.006,0.613,29594,0.34,8.575,0.254,0.631,0.028,1539.0,0.0,0.0,4.736,14.1,6.127,-0.027,,,,0.599,0.066,0.061,0.007,0.007,0.009,0.007,2.774,0.903,0.001,0.14,0.055,0.608,-98.4186553955078,43.1798553466797
27009,Chamberlain,0.0804195777,SD,11291,0,0.002,0.554,0.056,0.068,0.039,0.6,26746,0.374,7.207,0.302,0.569,0.025,1366.0,0.0,0.0,5.188,13.2,13.686,-0.019,,,,0.643,0.023,0.048,0.007,0.003,0.005,0.005,0.682,0.696,0.001,0.242,0.081,0.531,-99.7316207885742,43.847541809082
27010,Miller,0.3150684834,SD,5412,0,0.001,0.353,0.01,0.012,0.013,0.697,39611,0.267,,,,0.035,1977.0,0.0,0.0,5.358,14.3,,,,,,0.625,0.022,0.011,,0.004,0.0,0.009,3.375,0.722,0.0,0.111,0.063,0.605,-99.2775802612305,44.5331344604492
27011,Pierre,0.0924369767,SD,20809,0,0.002,0.079,0.016,0.014,0.017,0.767,38653,0.344,7.779,0.266,0.609,0.027,1943.0,0.0,0.0,5.099,17.7,8.612,0.007,,,,0.739,0.015,0.021,0.008,0.012,0.013,0.012,5.266,0.699,0.001,0.184,0.098,0.616,-100.434280395508,44.5327339172363
27012,Gettysburg,0.3265306056,SD,2693,0,0.0,0.0,0.0,0.0,0.0,0.729,37190,0.3,,,,0.03,1832.0,0.0,0.0,6.693,14.2,,,,,,0.614,0.047,0.052,,0.0,0.006,0.004,4.555,1.158,0.0,0.084,0.074,0.655,-100.195465087891,45.0510025024414
27101,Willmar,0.1247139573,MN,85394,0,0.006,0.181,0.024,0.022,0.025,0.549,35795,0.313,7.697,0.236,0.659,0.018,3638.0,2.5,17.286,7.863,16.5,5.464,-0.012,0.023,2232.0,0.046,0.654,0.158,2.415,0.007,0.01,0.012,0.025,2.626,0.844,0.001,0.148,0.074,0.595,-95.7932357788086,45.0299758911133
27102,Marshall,0.153061226,MN,51470,0,0.008,0.089,0.017,0.012,0.02,0.621,34330,0.331,9.09,0.24,0.661,0.02,3783.0,2.5,17.286,6.325,16.3,11.332,-0.017,0.019,2790.0,0.029,0.688,0.175,0.729,0.007,0.009,0.014,0.027,2.843,0.808,0.0,0.135,0.055,0.608,-96.1117172241211,44.1432304382324
27201,Sioux Center,0.2307692319,IA,58454,0,0.002,0.047,0.007,0.005,0.006,0.629,32542,0.33,13.264,0.198,0.734,0.023,2097.0,2.86,3.714,6.003,14.9,10.514,-0.031,0.051,10233.0,0.195,0.69,0.188,1.407,0.007,0.008,0.01,0.023,2.82,0.928,0.001,0.082,0.042,0.634,-96.3176116943359,43.2065963745117
27202,Worthington,0.1402936429,MN,60435,0,0.005,0.193,0.01,0.006,0.01,0.589,34678,0.271,6.866,0.202,0.713,0.02,3025.0,2.5,17.286,6.848,15.9,8.616,-0.018,,,,0.653,0.193,0.322,0.007,0.004,0.01,0.043,2.813,0.864,0.001,0.132,0.059,0.627,-95.4412689208984,43.7808990478516
27301,Spencer,0.1850079745,IA,61106,0,0.001,0.021,0.012,0.009,0.013,0.598,38061,0.37,12.545,0.245,0.684,0.026,2689.0,2.86,3.714,6.271,14.6,9.503,-0.033,,,,0.657,0.186,0.783,0.008,0.008,0.01,0.011,1.821,0.781,0.0,0.147,0.077,0.612,-94.7032241821289,43.2080116271973
27302,Fairmont,0.1287128776,MN,49010,0,0.002,0.052,0.017,0.021,0.013,0.576,35648,0.294,7.086,0.223,0.695,0.022,3270.0,2.5,17.286,7.665,15.3,9.026,-0.013,0.02,2016.0,0.058,0.648,0.207,1.774,0.007,0.009,0.012,0.016,2.86,0.878,0.001,0.157,0.073,0.608,-94.3489074707031,43.5703163146973
